wc_year,team,confederation,elo_pre_wc,continental_champion,winner_position,is_winner,elo_z
2010,England,UEFA,2055.6610482240226,0,7,0,1.5547190803453714
2010,France,UEFA,1887.023425478037,0,8,0,0.5007949714438634
2010,Germany,UEFA,1986.4313318954103,0,9,0,1.1220584088827583
2010,Ghana,CAF,1766.4073931177159,0,10,0,-0.2530115775020074
2010,Greece,UEFA,1757.1357740268222,0,11,0,-0.31095584123942366
2010,Honduras,CONCACAF,1757.0982167770348,0,12,0,-0.3111905604578899
2010,Italy,UEFA,1962.5915354634085,0,13,0,0.9730683092723265
2010,Ivory Coast,CAF,1834.0452240287561,0,14,0,0.1697003862353134
2010,Japan,AFC,1751.999266077839,0,15,0,-0.3430571569176691
2010,Mexico,CONCACAF,1977.0875865753012,1,16,0,1.0636633823166417
2010,Netherlands,UEFA,2087.453752752208,0,17,0,1.753411977243637
2010,New Zealand,OFC,1695.5521162995335,1,18,0,-0.6958314137022317
2010,Nigeria,CAF,1825.950323134214,0,19,0,0.11911018534771513
2010,North Korea,AFC,1600.707291702516,0,20,0,-1.2885772412326495
2010,Paraguay,CONMEBOL,1822.8758613529994,0,21,0,0.09989591192310136
2010,Portugal,UEFA,1923.8627906208833,0,22,0,0.7310276706983703
2010,Serbia,UEFA,1897.231481872694,0,23,0,0.5645916294147866
2010,Slovakia,UEFA,1726.8615432122042,0,24,0,-0.5001588269932917
2010,Slovenia,UEFA,1739.9135656578019,0,25,0,-0.41858841049104367
2010,South Africa,CAF,1724.3715932145994,0,26,0,-0.5157201133166153
2010,South Korea,AFC,1853.1070986410707,0,27,0,0.2888302036962522
2010,Spain,UEFA,2225.873904947417,1,28,1,2.618487831497635
2010,Switzerland,UEFA,1745.5600794108138,0,29,0,-0.3832997431187155
2010,United States,CONCACAF,1846.5659171148045,0,30,0,0.24795018653888728
2010,Uruguay,CONMEBOL,1909.7739875875286,0,31,0,0.6429777507538561
2014,Algeria,CAF,1756.3632886936116,0,0,0,-0.31578359499440756
2014,Argentina,CONMEBOL,2112.4916134580562,0,1,0,1.9098895449626674
2014,Australia,AFC,1767.9022310981177,0,2,0,-0.24366938113565934
2014,Belgium,UEFA,1924.2105373100844,0,3,0,0.7332009616495347
2014,Bosnia and Herzegovina,UEFA,1865.8654174723422,0,4,0,0.36856507890605594
2014,Brazil,CONMEBOL,2190.188091683835,0,5,0,2.395464413995495
2014,Cameroon,CAF,1750.7412420322867,0,6,0,-0.3509193518988118
2014,Chile,CONMEBOL,2000.5859381481876,0,7,0,1.210519575133189
2014,Colombia,CONCACAF,2021.9719187076614,0,8,0,1.3441742136243795
2014,Costa Rica,CONCACAF,1757.2794894970375,0,9,0,-0.3100576715640236
2014,Croatia,UEFA,1868.6430984599342,0,10,0,0.3859245797813153
2014,Ecuador,CONMEBOL,1921.3546071708774,0,11,0,0.7153524318965836
2014,England,UEFA,1986.9623345445484,0,12,0,1.1253769832596057
2014,France,UEFA,1964.5683257756064,0,13,0,0.9854225332844048
2014,Germany,UEFA,2114.2646390826085,0,14,1,1.9209703134233949
2014,Ghana,CAF,1789.4873214624902,0,15,0,-0.10877037842559321
2014,Greece,UEFA,1912.4474064522778,0,16,0,0.6596856510958538
2014,Honduras,CONCACAF,1772.5410808842482,0,17,0,-0.2146782488630006
2014,Iran,AFC,1796.4991940730315,0,18,0,-0.06494871234383753
2014,Italy,UEFA,1923.61134595249,0,19,0,0.7294562325236656
2014,Ivory Coast,CAF,1850.124324654818,0,20,0,0.27018894580654024
2014,Japan,AFC,1881.3743263956978,1,21,0,0.465490146698921
2014,Mexico,CONCACAF,1881.5256148957312,0,22,0,0.46643564506985635
2014,Netherlands,UEFA,1999.4256442331196,0,23,0,1.2032681580971232
2014,Nigeria,CAF,1835.4696114917147,1,24,0,0.17860229236506386
2014,Portugal,UEFA,2020.2190901162585,0,25,0,1.3332196693111331
2014,Russia,UEFA,1896.836601009318,0,26,0,0.5621237669338098
2014,South Korea,AFC,1726.849170802941,0,27,0,-0.5002361500733694
2014,Spain,UEFA,2179.898363989019,1,28,0,2.331157339957022
2014,Switzerland,UEFA,1915.348422148525,0,29,0,0.6778159492629596
2014,United States,CONCACAF,1960.3351253875455,1,30,0,0.958966562937214
2014,Uruguay,CONMEBOL,2033.0399216086112,1,31,0,1.4133452260281372
2018,Argentina,CONMEBOL,2079.5153942232523,0,0,0,1.7038001094852047
2018,Australia,AFC,1844.3443047303251,1,1,0,0.2340659131809558
2018,Belgium,UEFA,2027.526289149687,0,2,0,1.3788870186515132
2018,Brazil,CONMEBOL,2243.425760049022,0,3,0,2.7281805735222946
2018,Colombia,CONCACAF,2007.0989351079652,0,4,0,1.2512234489505474
2018,Costa Rica,CONCACAF,1848.6988061319262,0,5,0,0.26127997096155864
2018,Croatia,UEFA,1948.764801963586,0,6,0,0.886656229064288
2018,Denmark,UEFA,1908.4205061863383,0,7,0,0.6345189818478637
2018,Egypt,CAF,1721.8960925549509,0,8,0,-0.5311910965072113
2018,England,UEFA,2034.409953499738,0,9,0,1.421907429506287
2018,France,UEFA,2049.2789861324104,0,10,1,1.514833502066152
2018,Germany,UEFA,2098.95751999694,0,11,0,1.8253063590843768
2018,Iceland,UEFA,1819.4248493170235,0,12,0,0.07832833568714585
2018,Iran,AFC,1909.250765421066,0,13,0,0.639707801577822
2018,Japan,AFC,1759.7567086881324,0,14,0,-0.2945759481738579
2018,Mexico,CONCACAF,1941.0029174555514,0,15,0,0.8381472600672046
2018,Morocco,CAF,1859.6185301323205,0,16,0,0.3295242939018854
2018,Nigeria,CAF,1744.087115499396,0,17,0,-0.3925052344705675
2018,Panama,CONCACAF,1768.363951197901,0,18,0,-0.24078379761756669
2018,Peru,CONMEBOL,2066.770702712463,0,19,0,1.6241504000964195
2018,Poland,UEFA,1881.1147019910552,0,20,0,0.4638675881330651
2018,Portugal,UEFA,2040.588447941648,1,21,0,1.460520783649989
2018,Russia,UEFA,1735.217574438306,0,22,0,-0.4479366560416312
2018,Saudi Arabia,AFC,1690.7233002392986,0,23,0,-0.7260097664355246
2018,Senegal,CAF,1865.6728162408658,0,24,0,0.3673613909154892
2018,Serbia,UEFA,1841.9274106298276,0,25,0,0.21896119977419135
2018,South Korea,AFC,1761.7537285492365,0,26,0,-0.2820952968025862
2018,Spain,UEFA,2126.8030123842373,0,27,0,1.9993306086755298
2018,Sweden,UEFA,1849.0569402407525,0,28,0,0.26351817952597
2018,Switzerland,UEFA,1988.8397686772953,0,29,0,1.137110267109064
2018,Tunisia,CAF,1809.536971687159,0,30,0,0.016532679117205188
2018,Uruguay,CONMEBOL,1963.8618238669796,0,31,0,0.9810071520523758
2022,Argentina,CONMEBOL,2252.1124950128997,1,0,1,2.782469523146891
2022,Australia,AFC,1844.5266287043617,0,1,0,0.23520537203206446
2022,Belgium,UEFA,2060.7209258438074,0,2,0,1.5863414842001446
2022,Brazil,CONMEBOL,2254.166679173005,0,3,0,2.79530743069804
2022,Cameroon,CAF,1728.552359937884,0,4,0,-0.4895918343975058
2022,Canada,CONCACAF,1876.527960339297,0,5,0,0.4352021128412778
2022,Costa Rica,CONCACAF,1894.7109026453904,0,6,0,0.5488389214911635
2022,Croatia,UEFA,2048.7343093124873,0,7,0,1.5114294690708494
2022,Denmark,UEFA,2049.727447131464,0,8,0,1.517636221003412
2022,Ecuador,CONMEBOL,1917.0166214268131,0,9,0,0.6882415909982451
2022,England,UEFA,2005.6191304817376,0,10,0,1.2419752056069224
2022,France,UEFA,2079.9732724448386,0,11,0,1.706661682655016
2022,Germany,UEFA,2037.6938695337897,0,12,0,1.4424307162055332
2022,Ghana,CAF,1673.017811811758,0,13,0,-0.8366626611443708
2022,Iran,AFC,1908.722901156112,0,14,0,0.6364088409662821
2022,Japan,AFC,1894.25072709899,0,15,0,0.5459629908727099
2022,Mexico,CONCACAF,1886.7789571626834,0,16,0,0.49926713295077735
2022,Morocco,CAF,1872.0332090186957,0,17,0,0.4071115438261188
2022,Netherlands,UEFA,2130.8343256442927,0,18,0,2.0245248575395953
2022,Poland,UEFA,1893.8890081840136,0,19,0,0.5437023785672728
2022,Portugal,UEFA,2051.4557710533813,0,20,0,1.5284376200010934
2022,Qatar,AFC,1802.9312495929253,1,21,0,-0.02475069323145985
2022,Saudi Arabia,AFC,1760.8080514156395,0,22,0,-0.2880054366284778
2022,Senegal,CAF,1820.3544874080194,1,23,0,0.0841382373016247
2022,Serbia,UEFA,1998.117614493159,0,24,0,1.195093445623969
2022,South Korea,AFC,1902.2928327591842,0,25,0,0.5962232406532635
2022,Spain,UEFA,2140.0841933403494,0,26,0,2.082333182931537
2022,Switzerland,UEFA,1983.1242535520717,0,27,0,1.101390366133362
2022,Tunisia,CAF,1832.7080615295804,0,28,0,0.16134360456078126
2022,United States,CONCACAF,1908.2991133700416,1,29,0,0.6337603206804485
2022,Uruguay,CONMEBOL,2030.733010619265,0,30,0,1.3989278672610257
2022,Wales,UEFA,1842.4925444129265,0,31,0,0.2224930813855668
